ECCS_Clone_RowId,FacilityMnem_Source,Accommodation_Mnem_Source,Accommodation_Name_Source,PA_Code_Source,Active_Source,TargetMatchMtx,DB_RecordCount,FacilityMnem_Target,Accommodation_Mnem_Target,Accommodation_Name_Target,PA_Code_Target,Active_Target,DisplayCurrentValues,ExcludeFromSharepoint,Action To Take,Update_User,Update_Datetime,System_Update_User,System_Update_Datetime,ECCS_SourceServer,ECCS_SourceDatabase,ECCS_SourceProcedure,ECCS_ScopeKind,ECCS_ScopeValue,ECCS_SourceUser,ECCS_ClonedAtUtc
60,COCAG,L4,NEWBORN LEVEL IV,L4,Y,NO MATCH,0,COCAG,L4,NEWBORN LEVEL IV CARE,L4,Y,Y,N,None,FRE8115,57:45.9,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
61,COCAG,LD,LABOR AND DELIVERY,L,Y,NO MATCH,0,COCAG,LD,LABOR AND DELIVERY,LD,Y,Y,N,None,FRE8115,57:46.0,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
62,COCAG,NB 3,R/B NEONATAL ICU,NN,N,NO MATCH,0,COCAG,,,,,N,Y,None,FRE8115,42:23.8,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
63,COCAG,NI 1,R/B NEONATAL CONT,N1,Y,NO MATCH,0,COCAG,L1,NEWBORN LEVEL I CARE,L1,Y,Y,N,None,FRE8115,57:46.1,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
64,COCAG,NI 2,R/B NEONATAL INTERM,N2,Y,NO MATCH,0,COCAG,L2,NEWBORN LEVEL II CARE,L2,Y,Y,N,None,FRE8115,57:46.2,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
65,COCAG,NI 3,R/B NEONATAL ICU,N3,Y,NO MATCH,0,COCAG,L3,NEWBORN LEVEL III CARE,L3,Y,Y,N,None,FRE8115,57:46.3,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
66,COCAG,P,PRIVATE ROOM,P,Y,NO MATCH,794,COCAG,PR,PRIVATE ROOM,PR,Y,Y,N,None,FRE8115,57:46.4,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
67,COCAG,P11,PSYCHIATRIC ONE-ON-ONE,PN,Y,NO MATCH,0,COCAG,L3,NEWBORN LEVEL III CARE,L3,Y,Y,N,None,FRE8115,57:46.5,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
68,COCAG,P2E,PRIVATE 2ND FLOOR,P2,Y,NO MATCH,0,COCAG,PR,PRIVATE ROOM,PR,Y,Y,N,None,FRE8115,57:46.6,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
69,COCAG,P3E,PRIVATE 3 EAST,P3,Y,NO MATCH,0,COCAG,PR,PRIVATE ROOM,PR,Y,Y,N,None,FRE8115,57:46.7,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
70,COCAG,PCO,PSYCHIATRIC CLOSE OBSERVATION,PO,Y,NO MATCH,0,COCAG,PR,PRIVATE ROOM,PR,Y,Y,N,None,FRE8115,57:46.7,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
71,COCAG,PCUO,PCU OVERFLOW,O,Y,NO MATCH,0,COCAG,PCP,PROGRESSIVE CARE PRIVATE,PC,Y,Y,N,None,FRE8115,57:46.8,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
72,COCAG,PEDO,PEDIATRICS OVERFLOW,PE,Y,NO MATCH,0,COCAG,PR,PRIVATE ROOM,PR,Y,Y,N,None,FRE8115,57:46.9,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
73,COCAG,PIC,PCU IN ICU UNIT,PC,Y,NO MATCH,0,COCAG,PCCC,PROGRESSIVE CARE CCU,PU,Y,Y,N,None,FRE8115,57:47.0,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
74,COCAG,PICU,PEDS ICU,6W,Y,NO MATCH,0,COCAG,IC,INTENSIVE CARE,IC,Y,Y,N,None,FRE8115,57:47.2,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
75,COCAG,PIICU,PEDS INTERMED ICU,PI,Y,NO MATCH,0,COCAG,IC,INTENSIVE CARE,IC,Y,Y,N,None,FRE8115,57:47.3,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
76,COCAG,PL1,PRIVATE PSYCH LEVEL 1,P1,Y,NO MATCH,1,COCAG,L3,NEWBORN LEVEL III CARE,L3,Y,Y,N,None,FRE8115,57:47.5,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
77,COCAG,PM,PRIVATE MEDICAL,PM,Y,NO MATCH,36,COCAG,MP,MEDICAL PRIVATE,MP,Y,Y,N,None,FRE8115,57:47.6,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
78,COCAG,PP,PCU PRIVATE,PP,Y,NO MATCH,1,COCAG,PC,PROGRESSIVE CARE PRIVATE,PC,Y,Y,N,None,JKB0282,22:59.4,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
79,COCAG,PRO,PSYCHIATRIC ROUTINE,PR,Y,NO MATCH,0,COCAG,PR,PRIVATE ROOM,PR,Y,Y,N,None,FRE8115,57:47.9,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
80,COCAG,PS,PCU SEMIPRIVATE,SP,Y,NO MATCH,1,COCAG,PR,PRIVATE ROOM,PR,Y,Y,N,None,FRE8115,57:48.0,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
81,COCAG,PSEC,PSYCHIATRIC SECLUSION,PS,Y,NO MATCH,0,COCAG,PR,PRIVATE ROOM,PR,Y,Y,N,None,FRE8115,57:48.2,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
82,COCAG,PTICU,PEDS TRAUMA ICU,TR,Y,NO MATCH,0,COCAG,TRIC,TRAUMA INTENSIVE CARE,TI,Y,Y,N,None,FRE8115,57:48.3,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
83,COCAG,S,SEMI PRIVATE ROOM,S,Y,NO MATCH,201,COCAG,SP,SEMI PRIVATE ROOM,SP,Y,Y,N,None,FRE8115,57:48.5,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
84,COCAG,S2E,SEMI PRIVATE 2ND FLOOR,S2,Y,NO MATCH,0,COCAG,SP,SEMI PRIVATE ROOM,SP,Y,Y,N,None,FRE8115,57:48.6,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
85,COCAG,S3E,SEMI-PRIVATE 3 EAST,S3,Y,NO MATCH,0,COCAG,SP,SEMI PRIVATE ROOM,SP,Y,Y,N,None,FRE8115,57:48.8,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
86,COCAG,SICU,ADOLESCENT DUAL FOCUS ICU,SI,Y,NO MATCH,0,COCAG,IC,INTENSIVE CARE,IC,Y,Y,N,None,FRE8115,57:48.9,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
87,COCAG,SL1,SEMI-PRIVATE PSYCH LEVEL 1,S1,Y,NO MATCH,0,COCAG,SP,SEMI PRIVATE ROOM,SP,Y,Y,N,None,FRE8115,57:49.1,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
88,COCAG,SM,SEMI PRIVATE MEDICAL,SM,Y,NO MATCH,22,COCAG,,,,,N,N,None,FRE8115,57:49.2,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
89,COCAG,T,TRANSITIONAL CARE,T,Y,NO MATCH,0,COCAG,PR,PRIVATE ROOM,PR,Y,Y,N,None,FRE8115,57:49.3,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
90,COCAG,TE,TELEMETRY,TE,Y,NO MATCH,1,COCAG,PR,PRIVATE ROOM,PR,Y,Y,N,None,FRE8115,57:49.4,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
91,COCAG,TR,TRAUMA ICU,12,Y,NO MATCH,0,COCAG,TRIC,TRAUMA INTENSIVE CARE,TI,Y,Y,N,None,FRE8115,57:49.6,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
92,COCAG,W,WARD,W,Y,NO MATCH,0,COCAG,PR,PRIVATE ROOM,PR,Y,Y,N,None,FRE8115,57:49.7,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
93,COCAG,WA,WOUND ACUTE,WA,Y,NO MATCH,0,COCAG,PR,PRIVATE ROOM,PR,Y,Y,N,None,FRE8115,57:49.9,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
94,COCAG,WI,WOUND INTERMEDIATE,WI,Y,NO MATCH,0,COCAG,PR,PRIVATE ROOM,PR,Y,Y,N,None,FRE8115,57:50.0,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
95,COCAG,WR,WOUND RECONSTRUCTIVE,WR,Y,NO MATCH,0,COCAG,PR,PRIVATE ROOM,PR,Y,Y,N,None,FRE8115,57:50.1,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
96,COCAR,I.3S,SEMI OVERFLOW 3 NORTH,3S,Y,NO MATCH,0,COCAR,SP,SEMI PRIVATE ROOM,SP,Y,Y,N,None,JKB0282,33:07.3,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
97,COCAR,I.B,LEVEL I NEWBORN,NU,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:05.0,corpsvcmtxcutoverrpt_sql,00:07.5,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
98,COCAR,I.BI,Newborn Level II,BI,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:05.0,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
99,COCAR,I.CCU,CCU,CC,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:05.1,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
100,COCAR,I.E1E,ED HOLD 1 EAST,E1,Y,NO MATCH,17,COCAR,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,24:05.2,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
101,COCAR,I.E2E,ED HOLD 2 EAST,E2,Y,NO MATCH,0,COCAR,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,24:05.3,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
102,COCAR,I.E2N,ED HOLD 2 NORTH,E5,Y,NO MATCH,0,COCAR,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,24:05.4,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
103,COCAR,I.E3N,ED HOLD 3 NORTH,E3,Y,NO MATCH,0,COCAR,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,24:05.5,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
104,COCAR,I.E4N,ED HOLD 4 NORTH,E4,Y,NO MATCH,0,COCAR,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,24:05.6,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
105,COCAR,I.ECDU,ED HOLD CDU,EC,Y,NO MATCH,0,COCAR,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,24:05.7,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
106,COCAR,I.ECICU,ED HOLD CICU,EV,Y,NO MATCH,0,COCAR,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,24:05.8,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
107,COCAR,I.ECMO,ECMO,EM,Y,NO MATCH,0,COCAR,EC,PRIVATE ROOM,EC,Y,Y,N,None,JKB0282,24:05.9,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
108,COCAR,I.EHVC,ED HOLD HVC,EH,Y,NO MATCH,20,COCAR,IC,PRIVATE ROOM,IC,Y,Y,N,None,JKB0282,24:06.0,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
109,COCAR,I.EICU,ED HOLD ICU,EI,Y,NO MATCH,6,COCAR,IC,PRIVATE ROOM,IC,Y,Y,N,None,JKB0282,24:06.2,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
110,COCAR,I.EP,ED HOLD PRIVATE,EP,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:06.3,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
111,COCAR,I.EPCCU,ED HOLD PCCU,EU,Y,NO MATCH,4,COCAR,PCCC,PRIVATE ROOM,PU,Y,Y,N,None,JKB0282,24:06.4,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
112,COCAR,I.ESP,ED HOLD SEMI PRIVATE,ES,Y,NO MATCH,283,COCAR,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,24:06.5,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
113,COCAR,I.EX,PCCU EXEC ROOM,EX,Y,NO MATCH,0,COCAR,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,24:06.6,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
114,COCAR,I.ICU,INTENSIVE CARE,IC,Y,NO MATCH,93,COCAR,IC,INTENSIVE CARE,IC,Y,Y,N,None,JKB0282,24:06.7,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
115,COCAR,I.IP,INTENSIVE CARE PEDI,IP,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:06.7,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
116,COCAR,I.ISO,ISOLATION,IS,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:06.8,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
117,COCAR,I.L1,NEWBORN LEVEL I,N1,Y,NO MATCH,0,COCAR,L1,NEWBORN LEVEL 1 CARE,L1,Y,Y,N,None,JKB0282,24:06.9,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
118,COCAR,I.LD,LABOR AND DELIVERY,LD,Y,NO MATCH,3,COCAR,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,24:07.0,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
119,COCAR,I.MP,Monitored Private Room,MP,Y,NO MATCH,0,COCAR,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,24:07.1,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
120,COCAR,I.NB,NEWBORN BORDER,NB,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:07.2,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
121,COCAR,I.NI,NI LEVEL II INTER,NI,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:07.3,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
122,COCAR,I.NIC,LEVEL III NICU,NT,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:07.4,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
123,COCAR,I.NICU,NEWBORN ICU,,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:07.5,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
124,COCAR,I.NIL2,Newborn Level II,N2,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:07.6,corpsvcmtxcutoverrpt_sql,00:07.5,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
125,COCAR,I.NIL3,Newborn Level III,N3,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:07.7,corpsvcmtxcutoverrpt_sql,00:07.5,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
126,COCAR,I.NIL4,Newborn Level IV,N4,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:07.8,corpsvcmtxcutoverrpt_sql,00:07.5,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
127,COCAR,I.NV,LEVEL IV NICU,NV,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:07.9,corpsvcmtxcutoverrpt_sql,00:07.5,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
128,COCAR,I.OP,ONCOLOGY PRIVATE,OP,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:07.9,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
129,COCAR,I.OSP,ONCOLOGY SEMI PRIVATE,OS,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:08.0,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
130,COCAR,I.P,PRIVATE ROOM,P,Y,NO MATCH,601,COCAR,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,24:08.1,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
131,COCAR,I.PA,PRIVATE ANTE,PA,Y,NO MATCH,0,COCAR,AP,ANTEPARTUM,AP,Y,Y,N,None,JKB0282,24:08.2,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
132,COCAR,I.PCCU,PCCU PRIVATE OVERFLOW,PC,Y,NO MATCH,76,COCAR,PCCC,PROGRESSIVE CARE CCU,PU,Y,Y,N,None,JKB0282,24:08.3,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
133,COCAR,I.PE,PRIVATE EXTENDED CARE,PE,N,NO MATCH,0,COCAR,,,,,N,Y,None,JKB0282,24:08.4,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
134,COCAR,I.PM,PRIVATE MEDICAL,PM,Y,NO MATCH,224,COCAR,M,MEDICAL,MS,Y,Y,N,None,JKB0282,24:08.5,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.1
